Instrument,Company Common Name,Investor Full Name,Investor Shares Held,Holdings Pct Of Traded Shares Held,Close Price
KO.N,,Sierra Summit Advisors LLC,0,0.0,
KO.N,,"Voisard Asset Management Group, Inc.",0,0.0,
KO.N,,Hobbs Group Advisors LLC,0,0.0,
KO.N,,"Main Street Group, Ltd",0,0.0,
KO.N,,"Entropy Technologies, LP",0,0.0,
KO.N,,"Elevate Wealth Advisory, Inc",0,0.0,
KO.N,,Entrypoint Capital LLC,0,0.0,
KO.N,,"Susquehanna Portfolio Strategies, LLC",0,0.0,
KO.N,,J.P. Morgan Markets Limited,0,0.0,
KO.N,,"JPL Wealth Management, LLC",0,0.0,
KO.N,,Evergreen Private Wealth LLC,0,0.0,
KO.N,,Northwest Financial Advisors,0,0.0,
KO.N,,"Steele Capital Management, Inc.",0,0.0,
KO.N,,"Berry Wealth Group, LP",0,0.0,
KO.N,,Gilliland Jeter Wealth Management LLC,0,0.0,
KO.N,,"Madison Park Capital Advisors, LLC",0,0.0,
KO.N,,Significant Wealth Partners LLC,0,0.0,
KO.N,,Lecap Asset Management Ltd,0,0.0,
KO.N,,"Custom Index Systems, LLC",0,0.0,
KO.N,,"One Wealth Management Investment and Advisory Services, LLC",0,0.0,
KO.N,,Jain Global LLC,0,0.0,
KO.N,,Katamaran Capital LLP,0,0.0,
KO.N,,"Austin Wealth Management, LLC",0,0.0,
KO.N,,"Gunn & Co Investment Management, Inc",0,0.0,
KO.N,,Cobblestone Asset Management LLC,0,0.0,
KO.N,,ClearAlpha Technologies LP,0,0.0,
KO.N,,"Prosperity Wealth Management, Inc.",0,0.0,
KO.N,,Gerhard Friedenberger Vermögensverwaltung und Family Office GmbH,0,0.0,
KO.N,,"Strategic Financial Concepts, LLC",0,0.0,
KO.N,,"Prevail Innovative Wealth Advisors, LLC",0,0.0,
KO.N,,Invenio Wealth Partners LLC,0,0.0,
KO.N,,"Corundum Trust Company, Inc.",0,0.0,
KO.N,,Aiva Investments S.A,0,0.0,
KO.N,,PCA Investment Advisory Services Inc.,0,0.0,
KO.N,,"National Wealth Management Group, LLC",0,0.0,
KO.N,,"Aspen Wealth Strategies, LLC",0,0.0,
KO.N,,Consolidated Portfolio Review Corp,0,0.0,
KO.N,,"Noble Family Wealth, LLC",0,0.0,
KO.N,,"McCarthy Grittinger Financial Group, LLC",0,0.0,
KO.N,,Midwest Financial Group LLC,0,0.0,
KO.N,,"Park Edge Advisors, LLC",0,0.0,
KO.N,,Bayforest Capital Limited,0,0.0,
KO.N,,Fibonacci Asset Management (Pty) Ltd,0,0.0,
KO.N,,Cravens & Company Wealth Management,0,0.0,
KO.N,,"Ruedi Wealth Management, Inc",0,0.0,
KO.N,,"RF&L Wealth Management, LLC",0,0.0,
KO.N,,LGT Financial Advisors LLC,0,0.0,
KO.N,,Headlands Technologies LLC,0,0.0,
KO.N,,"Grey Fox Wealth Advisors, LLC",0,0.0,
KO.N,,ISAM Funds (UK) Ltd,0,0.0,
KO.N,,"AXQ Capital, LP",0,0.0,
KO.N,,"Koesten, Hirschmann & Crabtree, Inc.",0,0.0,
KO.N,,"Prossimo Advisors, LLC",0,0.0,
KO.N,,"B.O.S.S. Retirement Advisors, LLC",0,0.0,
KO.N,,"BlackRock Fund Management Co., Ltd.",0,0.0,
KO.N,,"Vertex Planning Partners, LLC",0,0.0,
KO.N,,"Milestone Asset Management, LLC",0,0.0,
KO.N,,Pietracci (Bruno),0,0.0,
KO.N,,"Goldstein Advisors, LLC",0,0.0,
KO.N,,"Mendota Financial Group, LLC",0,0.0,
KO.N,,Allegiance Financial Group Advisory Services LLC,0,0.0,
KO.N,,"Redwood Wealth Management Group, LLC",0,0.0,
KO.N,,Kooman & Associates,0,0.0,
KO.N,,Blue Ridge Wealth Planners,0,0.0,
KO.N,,"ASB Consultores, LLC",0,0.0,
KO.N,,JDM Financial Group LLC,0,0.0,
KO.N,,Sellwood Consulting LLC,0,0.0,
KO.N,,Panza Capital SGIIC Sa,0,0.0,
KO.N,,Itau Unibanco Asset Management Ltda,0,0.0,
KO.N,,Three Bridge Wealth Advisors LLC,0,0.0,
KO.N,,"Essential Planning, LLC",0,0.0,
KO.N,,Axim Planning & Wealth,0,0.0,
KO.N,,BlackPoint Asset Management GmbH,0,0.0,
KO.N,,Transatlantique Private Wealth L.L.C.,0,0.0,
KO.N,,FERI (Luxembourg) S.A.,0,0.0,
KO.N,,"Sulzberger Capital Advisors, Inc.",0,0.0,
KO.N,,Burton Enright Welch,0,0.0,
KO.N,,"Lockerman Financial Group, Inc",0,0.0,
KO.N,,Insight Inv LLC,0,0.0,
KO.N,,Readystate Asset Management LP,0,0.0,
KO.N,,"FSC Wealth Advisors, LLC",0,0.0,
KO.N,,"Solidarilty Wealth, LLC",0,0.0,
KO.N,,"Cantor Fitzgerald, L.P",0,0.0,
KO.N,,Hoopoe Advisors,0,0.0,
KO.N,,Clockwise Capital LLC,0,0.0,
KO.N,,BancFirst Trust & Investment Management,0,0.0,
KO.N,,"Guardian Wealth Management, Inc.",0,0.0,
KO.N,,WMG Financial Advisors LLC,0,0.0,
KO.N,,MBB Public Markets I LLC,0,0.0,
KO.N,,Corton Capital Inc,0,0.0,
KO.N,,Aquatic Capital Management LLC,0,0.0,
KO.N,,"Tilia Fiduciary Partners, Inc.",0,0.0,
KO.N,,CenterBook Partners LP,0,0.0,
KO.N,,"MariPau Wealth Management, LLC",0,0.0,
KO.N,,"Cook Wealth, LLC",0,0.0,
KO.N,,"Barnes Pettey Financial Advisors, LLC",0,0.0,
KO.N,,"Lauterbach Financial Advisors, LLC",0,0.0,
KO.N,,Hedges Asset Management LLC,0,0.0,
KO.N,,"Yarbrough Capital, LLC",0,0.0,
KO.N,,"DMG Group, LLC",0,0.0,
KO.N,,LYNX Investment Advisory LLC,0,0.0,
KO.N,,Oak Thistle LLC,0,0.0,
KO.N,,"Kolinsky Wealth Management, LLC",0,0.0,
KO.N,,"Virginia Wealth Management Group, Inc.",0,0.0,
KO.N,,"White Knight Strategic Wealth Advisors, LLC",0,0.0,
KO.N,,Crestmont Private Wealth LLC,0,0.0,
KO.N,,Cercano Management LLC,0,0.0,
KO.N,,"Retireful, LLC",0,0.0,
KO.N,,Catalyst Funds Management Pty Ltd,0,0.0,
KO.N,,"Elequin Capital, L.P.",0,0.0,
KO.N,,Five Oceans Advisors LLC,0,0.0,
KO.N,,"Alexis Investment Partners, LLC",0,0.0,
KO.N,,Dark Forest Capital Management LP,0,0.0,
KO.N,,Stonegate Management LLC,0,0.0,
KO.N,,Aureus Group BV,0,0.0,
KO.N,,Neuberger Berman Asset Management Ireland Ltd,0,0.0,
KO.N,,Mane Global Capital Management LP,0,0.0,
KO.N,,"Sonoma Wealth Advisors, LLC",0,0.0,
KO.N,,"One + One Wealth Management, LLC",0,0.0,
KO.N,,"Valley Brook Capital Group, Inc.",0,0.0,
KO.N,,"Encompass Wealth Advisors, LLC",0,0.0,
KO.N,,"SAGE Private Wealth Group, LLC",0,0.0,
KO.N,,Occudo Quantitative Strategies LP,0,0.0,
KO.N,,Hoese & Co LLP,0,0.0,
KO.N,,Humankind Investments LLC,0,0.0,
KO.N,,"Inspire Advisors, LLC",0,0.0,
KO.N,,Lebenthal Global Advisors LLC,0,0.0,
KO.N,,Financial Network Wealth Management LLC,0,0.0,
KO.N,,TSW Wealth Management,0,0.0,
KO.N,,First Trust Direct Indexing L.P.,0,0.0,
KO.N,,MMA Asset Management LLC,0,0.0,
KO.N,,Alta Wealth Advisors LLC,0,0.0,
KO.N,,OneAscent Wealth Management LLC,0,0.0,
KO.N,,Volt Equity LLC,0,0.0,
KO.N,,"Phoenix Wealth Advisors, Inc",0,0.0,
KO.N,,Future Financial Wealth Management Group LLC,0,0.0,
KO.N,,"Ellsworth Advisors, LLC",0,0.0,
KO.N,,"Mizuho Markets Americas, L.L.C",0,0.0,
KO.N,,"Sightline Wealth Advisors, LLC",0,0.0,
KO.N,,"McClarren Financial Advisors, Inc.",0,0.0,
KO.N,,Bellwether Wealth,0,0.0,
KO.N,,"ForthRight Wealth Management, LLC",0,0.0,
KO.N,,Waypoint Wealth Partners Inc.,0,0.0,
KO.N,,"Birchcreek Wealth Management, LLC",0,0.0,
KO.N,,"Brown Miller Wealth Management, LLC",0,0.0,
KO.N,,Centennial Wealth Advisory LLC,0,0.0,
KO.N,,Leatherback Asset Management LLC,0,0.0,
KO.N,,Seaview Investment Managers LLC,0,0.0,
KO.N,,"Planned Solutions, Inc",0,0.0,
KO.N,,"Intelligence Driven Advisers, LLC",0,0.0,
KO.N,,Siliance Capital SA,0,0.0,
KO.N,,"VELA Investment Management, LLC",0,0.0,
KO.N,,Polymer Capital Management (HK) Ltd,0,0.0,
KO.N,,Finivi Inc.,0,0.0,
KO.N,,"Affinity Capital Advisors, LLC",0,0.0,
KO.N,,AM Squared Limited,0,0.0,
KO.N,,Criteria Caixa S.A.U.,0,0.0,
KO.N,,"PAX Financial Group, LLC",0,0.0,
KO.N,,"Great Lakes Retirement, Inc.",0,0.0,
KO.N,,Carolinas Wealth Consulting LLC,0,0.0,
KO.N,,Fora Capital LLC,0,0.0,
KO.N,,State Street Europe Limited,0,0.0,
KO.N,,"PYA Waltman Capital, LLC",0,0.0,
KO.N,,"The Menard Financial Group, LLC",0,0.0,
KO.N,,"PSI Advisors, L.L.C.",0,0.0,
KO.N,,"Copperleaf Capital, LLC",0,0.0,
KO.N,,"QP Wealth Management, LLC",0,0.0,
KO.N,,"Summit Wealth Group, LLC",0,0.0,
KO.N,,AMJ Financial Wealth Management LLC,0,0.0,
KO.N,,"Prudent Investors Network, Inc.",0,0.0,
KO.N,,"PFG Private Wealth Management, LLC",0,0.0,
KO.N,,"Marshall & Sterling Wealth Advisors, INC.",0,0.0,
KO.N,,Equity Armor Investments LLC,0,0.0,
KO.N,,Nebula Research & Development LLC,0,0.0,
KO.N,,"TrueMark Investments, LLC.",0,0.0,
KO.N,,China Post Global (UK) Ltd.,0,0.0,
KO.N,,"Andina Capital Management, LLC",0,0.0,
KO.N,,Briaud Financial Advisors,0,0.0,
KO.N,,Candlestick Capital Management LP,0,0.0,
KO.N,,Laidlaw Wealth Management LLC,0,0.0,
KO.N,,"Pacific Capital Wealth Advisors, Inc.",0,0.0,
KO.N,,"Realta Investment Advisors, Inc",0,0.0,
KO.N,,"Socha Financial Group, LLC",0,0.0,
KO.N,,Capasso Planning Partners LLC,0,0.0,
KO.N,,"Fortem Financial Group, LLC",0,0.0,
KO.N,,"Beirne Wealth Consulting Services, LLC",0,0.0,
KO.N,,"MorganRosel Wealth Management, LLC",0,0.0,
KO.N,,"Aspire Private Capital, LLC",0,0.0,
KO.N,,"Cypress Capital, LLC",0,0.0,
KO.N,,"ERTS Wealth Advisors, LLC",0,0.0,
KO.N,,"Ascent Wealth Partners, LLC",0,0.0,
KO.N,,Duality Group,0,0.0,
KO.N,,"Pacific Wealth Strategies Group, Inc.",0,0.0,
KO.N,,"Wambolt & Associates, LLC",0,0.0,
KO.N,,Aljian Capital Management,0,0.0,
KO.N,,Forefront Wealth Management Inc.,0,0.0,
KO.N,,Legacy Bridge Private Family Offices,0,0.0,
KO.N,,"Mill Creek Capital Advisors, LLC",0,0.0,
KO.N,,Wealtheon NV,0,0.0,
KO.N,,Wilkinson Global Asset Management LLC,0,0.0,
KO.N,,Sherman Wealth Management LLC,0,0.0,
KO.N,,"Concourse Financial Group Securities, Inc",0,0.0,
KO.N,,PIMCO Asia Limited,0,0.0,
KO.N,,WorldQuant Millennium Advisors LLC,0,0.0,
COL.AX,Coles Group Ltd,"The Vanguard Group, Inc.",94165553,7.0108,16.3488518582145
COL.AX,,State Street Investment Management Australia Ltd.,68246914,5.0811,
COL.AX,,"BlackRock Institutional Trust Company, N.A.",37763414,2.8116,
COL.AX,,Vanguard Investments Australia Ltd.,34551895,2.5725,
COL.AX,,Norges Bank Investment Management (NBIM),20654237,1.5378,
COL.AX,,State Street Investment Management (US),17005775,1.2661,
COL.AX,,BlackRock Investment Management (Australia) Ltd.,14956168,1.1135,
COL.AX,,JPMorgan Asset Management (Asia Pacific) Limited,12800048,0.953,
COL.AX,,BlackRock Investment Management (UK) Ltd.,11334488,0.8439,
COL.AX,,"Geode Capital Management, L.L.C.",11022817,0.8207,
COL.AX,,Commonwealth Superannuation Corporation,9672633,0.7201,
COL.AX,,BlackRock Advisors (UK) Limited,9106693,0.678,
COL.AX,,Australian Foundation Investment Company Ltd,8187500,0.6096,
COL.AX,,BetaShares Capital Ltd.,7186740,0.5351,
COL.AX,,"Dimensional Fund Advisors, L.P.",7037400,0.5239,
COL.AX,,Netwealth Investments Ltd.,6874972,0.5119,
COL.AX,,FIL Investment Management (Australia) Limited,6652355,0.4953,
COL.AX,,FIL Investment Management (Hong Kong) Limited,5824061,0.4336,
COL.AX,,HUB24 Limited,5699907,0.4244,
COL.AX,,JP Morgan Asset Management,5637375,0.4197,
COL.AX,,DFA Australia Ltd.,5200652,0.3872,
COL.AX,,"Charles Schwab Investment Management, Inc.",5139962,0.3827,
COL.AX,,State Street Investment Management (UK),5087296,0.3788,
COL.AX,,IOOF Investment Services Ltd.,5030313,0.3745,
COL.AX,,"BlackRock Japan Co., Ltd.",4853824,0.3614,
COL.AX,,Argo Investments Limited,4480027,0.3335,
COL.AX,,Legal & General Investment Management Ltd.,4476166,0.3333,
COL.AX,,MLC Asset Management,4434555,0.3302,
COL.AX,,Nuveen LLC,4281144,0.3187,
COL.AX,,Aviva Investors Global Services Limited,3494634,0.2602,
COL.AX,,California Public Employees' Retirement System,3219294,0.2397,
COL.AX,,Mutual Trust Pty. Ltd.,3187446,0.2373,
COL.AX,,Macquarie Investment Management Global Ltd.,3004930,0.2237,
COL.AX,,APG Asset Management N.V.,2782406,0.2072,
COL.AX,,The Lothian Pension Fund,2563817,0.1909,
COL.AX,,State Street Investment Management (Japan),2444404,0.182,
COL.AX,,DWS Investment GmbH,2441362,0.1818,
COL.AX,,Deka Investment GmbH,2296378,0.171,
COL.AX,,State Street Investment Management Ireland,2204921,0.1642,
COL.AX,,"BlackRock Investment Management, LLC",2190040,0.1631,
COL.AX,,Schroder Investment Management Ltd. (SIM),2181753,0.1624,
COL.AX,,UBS Asset Management (UK) Ltd.,2024551,0.1507,
COL.AX,,HSBC Global Asset Management (UK) Limited,1904849,0.1418,
COL.AX,,VanEck Australia Pty Ltd.,1820184,0.1355,
COL.AX,,Colonial First State Investments Limited,1572431,0.1171,
COL.AX,,Brown (Peter Alexander),1555000,0.1158,
COL.AX,,"American Century Investment Management, Inc.",1536170,0.1144,
COL.AX,,UBS Fund Management (Switzerland) AG,1517400,0.113,
COL.AX,,Jupiter Asset Management Ltd.,1490469,0.111,
COL.AX,,Nordea Funds Oy,1475250,0.1098,
COL.AX,,"Goldman Sachs Asset Management, L.P.",1423831,0.106,
COL.AX,,Vanguard Asset Management Ltd,1402323,0.1044,
COL.AX,,DBX Advisors LLC.,1338562,0.0997,
COL.AX,,BlackRock Asset Management Canada Limited,1258120,0.0937,
COL.AX,,California State Teachers Retirement System,1249274,0.093,
COL.AX,,Mellon Investments Corporation,1229474,0.0915,
COL.AX,,U Ethical,1119542,0.0834,
COL.AX,,"Amundi Asset Management, SAS",971048,0.0723,
COL.AX,,Northern Trust Global Investments Limited,941491,0.0701,
COL.AX,,Mackenzie Financial Corporation,912835,0.068,
COL.AX,,"Dimensional Fund Advisors, Ltd.",899531,0.067,
COL.AX,,"BlackRock Financial Management, Inc.",880300,0.0655,
COL.AX,,"Franklin Advisers, Inc.",856612,0.0638,
COL.AX,,UBS Asset Management (Switzerland),823212,0.0613,
COL.AX,,Zürcher Kantonalbank (Asset Management),744126,0.0554,
COL.AX,,Amundi Japan Ltd.,738155,0.055,
COL.AX,,Schroder Investment Management (Singapore) Ltd.,738093,0.055,
COL.AX,,TD Asset Management Inc.,730005,0.0544,
COL.AX,,RBC Global Asset Management Inc.,688417,0.0513,
COL.AX,,JPMorgan Asset Management U.K. Limited,647552,0.0482,
COL.AX,,"Northern Trust Investments, Inc.",646281,0.0481,
COL.AX,,Sage Capital Pty Ltd.,614037,0.0457,
COL.AX,,Invesco Capital Management LLC,602989,0.0449,
COL.AX,,Royal London Asset Management Ltd.,590407,0.044,
COL.AX,,"Pacer Advisors, Inc.",529017,0.0394,
COL.AX,,BlackRock International Ltd.,522363,0.0389,
COL.AX,,BMO Asset Management Inc.,509546,0.0379,
COL.AX,,Cardano Asset Management NV,505356,0.0376,
COL.AX,,Weckert (Leah),496129,0.0369,
COL.AX,,Vanguard Global Advisers LLC,492800,0.0367,
COL.AX,,"Wellington Management Company, LLP",486395,0.0362,
COL.AX,,SEB Investment Management AB,479928,0.0357,
COL.AX,,Schroder Investment Management (Hong Kong) Ltd.,474761,0.0353,
COL.AX,,Eurizon Capital S.A.,452251,0.0337,
COL.AX,,Danske Bank Asset Management,450570,0.0335,
COL.AX,,SEI Investments Management Corporation,431568,0.0321,
COL.AX,,MLC Investments Limited,429501,0.032,
COL.AX,,BNP Paribas Asset Management UK Limited,426323,0.0317,
COL.AX,,OP Varainhoito Oy,423005,0.0315,
COL.AX,,Impax Asset Management LLC,421985,0.0314,
COL.AX,,KLP Kapitalforvaltning AS,420002,0.0313,
COL.AX,,CIBC Asset Management Inc.,408732,0.0304,
COL.AX,,"Franklin Templeton Portfolio Advisors, Inc",403264,0.03,
COL.AX,,Manulife Investment Management (North America) Limited,383643,0.0286,
COL.AX,,Pictet Asset Management Ltd.,380412,0.0283,
COL.AX,,AllianceBernstein L.P.,353621,0.0263,
COL.AX,,ASR Vermogensbeheer N.V.,342410,0.0255,
COL.AX,,Eastspring Investments (Singapore) Limited,342209,0.0255,
COL.AX,,BlackRock (Luxembourg) S.A.,327199,0.0244,
COL.AX,,State Street Investment Management Asia Ltd.,317914,0.0237,
COL.AX,,Fideuram Asset Management (Ireland) dac,310659,0.0231,
COL.AX,,Lansförsäkringar Fondförvaltning AB,301971,0.0225,
COL.AX,,JPMorgan Asset Management (China) Company Limited.,290157,0.0216,
COL.AX,,abrdn Investments Limited,276719,0.0206,
COL.AX,,Florida State Board of Administration,267937,0.0199,
COL.AX,,Storebrand Kapitalforvaltning AS,265212,0.0197,
COL.AX,,Keyridge Asset Management Limited,244739,0.0182,
COL.AX,,DNB Asset Management AS,243284,0.0181,
COL.AX,,AXA Investment Managers UK Ltd.,241187,0.018,
COL.AX,,UBS Asset Management Switzerland AG,237634,0.0177,
COL.AX,,BlackRock (Netherlands) B.V.,237097,0.0177,
COL.AX,,Fidelity Institutional Asset Management,231878,0.0173,
COL.AX,,Tredje AP Fonden,227754,0.017,
COL.AX,,Mercer Global Investments Management Ltd,221231,0.0165,
COL.AX,,Swindells (Matthew),213435,0.0159,
COL.AX,,Ossiam,208284,0.0155,
COL.AX,,Nykredit Bank AS,205655,0.0153,
COL.AX,,AHAM Asset Management Berhad,196138,0.0146,
COL.AX,,Debeka Asset Management GmbH,193280,0.0144,
COL.AX,,Franklin Templeton Australia Limited,186797,0.0139,
COL.AX,,Cooper Investors Pty Ltd.,183708,0.0137,
COL.AX,,"Nomura Asset Management Co., Ltd.",180913,0.0135,
COL.AX,,Fidelity International,179345,0.0134,
COL.AX,,State Street Investment Management (Canada),171533,0.0128,
COL.AX,,Swiss Life Asset Management,170705,0.0127,
COL.AX,,UBS Asset Management (Americas) LLC,167164,0.0124,
COL.AX,,Ostrum Asset Management,156900,0.0117,
COL.AX,,AFH Wealth Management,142686,0.0106,
COL.AX,,Legal & General Investment Management America Inc.,137380,0.0102,
COL.AX,,Nissay Asset Management Corp.,136379,0.0102,
COL.AX,,Jennison Associates LLC,131761,0.0098,
COL.AX,,T. Rowe Price International Ltd,129987,0.0097,
COL.AX,,Los Angeles Capital Management LLC,121629,0.0091,
COL.AX,,IndexIQ Advisors LLC,119235,0.0089,
COL.AX,,Assenagon Asset Management S.A.,112187,0.0084,
COL.AX,,BlackRock Asset Management Deutschland AG,111136,0.0083,
COL.AX,,Andra AP-Fonden,108310,0.0081,
COL.AX,,Calvert Research and Management,103516,0.0077,
COL.AX,,Generali Investments Partners S.p.A. SGR,103476,0.0077,
COL.AX,,Elias (Charlie),103279,0.0077,
COL.AX,,Seligson & Co Rahastoyhtiö Oyj,103100,0.0077,
COL.AX,,BlackRock Asset Management North Asia Limited,103032,0.0077,
COL.AX,,ReAssure Limited,102281,0.0076,
COL.AX,,ARCA Fondi SGR S.p.A,99925,0.0074,
COL.AX,,Principal Global Investors (Equity),99395,0.0074,
COL.AX,,Amundi Hong Kong Limited,99107,0.0074,
COL.AX,,Eurizon Capital SGR S.p.A.,98263,0.0073,
COL.AX,,Industrial Alliance Investment Management Inc.,97621,0.0073,
COL.AX,,Old Mutual Investment Group (South Africa) (Pty) Limited,95772,0.0071,
COL.AX,,"Sumitomo Mitsui DS Asset Management Company, Limited",95589,0.0071,
COL.AX,,PensionDanmark A/S,93292,0.0069,
COL.AX,,Metropolitan Life Insurance Co. (US),92253,0.0069,
COL.AX,,OLZ AG,90882,0.0068,
COL.AX,,Public Mutual Berhad,89000,0.0066,
COL.AX,,Mediolanum International Funds Limited,88993,0.0066,
COL.AX,,"BBVA Asset Management, S.A., S.G.I.I.C.",87755,0.0065,
COL.AX,,"T. Rowe Price Associates, Inc.",81490,0.0061,
COL.AX,,Baillie Gifford & Co.,81247,0.006,
COL.AX,,AXA Investment Managers US Inc.,79818,0.0059,
COL.AX,,Skandia Fonder AB,79513,0.0059,
COL.AX,,Victory Capital Management Inc.,77505,0.0058,
COL.AX,,Northern Trust Global Investments,76836,0.0057,
COL.AX,,DJE Kapital AG,76569,0.0057,
COL.AX,,Barclays Wealth,74668,0.0056,
COL.AX,,LLB Asset Management AG,73709,0.0055,
COL.AX,,Nomura Asset Management U.S.A. Inc.,71238,0.0053,
COL.AX,,Aegon Asset Management Ltd,70799,0.0053,
COL.AX,,1832 Asset Management L.P.,70000,0.0052,
COL.AX,,Allianz Global Investors Singapore Ltd.,69700,0.0052,
COL.AX,,"AQR Capital Management, LLC",67505,0.005,
COL.AX,,Lombard Odier Asset Management (Europe) Ltd,67446,0.005,
COL.AX,,Global X Management (AUS) Limited,67386,0.005,
COL.AX,,Corebridge Financial Inc.,65642,0.0049,
COL.AX,,AEGON Investment Management B.V.,62790,0.0047,
COL.AX,,Baring Asset Management Ltd.,61059,0.0045,
COL.AX,,Bantleon Invest AG,59568,0.0044,
COL.AX,,HSBC Global Asset Management (Singapore) Limited,59391,0.0044,
COL.AX,,Parametric Portfolio Associates LLC,59248,0.0044,
COL.AX,,Anima SGR S.p.A.,57757,0.0043,
COL.AX,,DWS Investments UK Limited,52423,0.0039,
COL.AX,,First Sentier Investors (Hong Kong) Limited,51895,0.0039,
COL.AX,,LBP AM,50653,0.0038,
COL.AX,,"Bailard, Inc.",50000,0.0037,
COL.AX,,"Riverfront Investment Group, LLC",48500,0.0036,
COL.AX,,Scottish Widows Unit Trust Managers Ltd,46532,0.0035,
COL.AX,,BOCI-Prudential Asset Management Ltd.,46111,0.0034,
COL.AX,,"Invesco Advisers, Inc.",45729,0.0034,
COL.AX,,Harris Associates L.P.,45317,0.0034,
COL.AX,,Daiwa Asset Management (Singapore) Ltd.,45073,0.0034,
COL.AX,,Morgan Stanley Investment Management Inc. (US),44850,0.0033,
COL.AX,,"Rakuten Investment Management, Inc.",43962,0.0033,
COL.AX,,SEI Investments Canada,43817,0.0033,
COL.AX,,"Daiwa Asset Management Co., Ltd.",42543,0.0032,
COL.AX,,"Exchange Traded Concepts, LLC",42210,0.0031,
COL.AX,,BI Asset Management Fondsmæglerselskab A/S,41995,0.0031,
COL.AX,,abrdn Alternative Investments Limited,41905,0.0031,
COL.AX,,Jyske Invest Fund Management A/S,41207,0.0031,
COL.AX,,abrdn Asia Limited,41042,0.0031,
COL.AX,,Sanlam Investment Management (Pty) Ltd.,39613,0.0029,
COL.AX,,Danske Bank Group Treasury,39582,0.0029,
COL.AX,,LähiTapiola Varainhoito Oy,39002,0.0029,
COL.AX,,Voya Investment Management LLC,37610,0.0028,
COL.AX,,PIMCO (US),37084,0.0028,
COL.AX,,Jyske Bank A/S,36186,0.0027,
COL.AX,,Stops (Wendy Margaret),35000,0.0026,
COL.AX,,Nykredit Asset Management,34646,0.0026,
COL.AX,,LSV Asset Management,34566,0.0026,
COL.AX,,PGIM Quantitative Solutions LLC,33615,0.0025,
COL.AX,,FA Solutions Ltd,33174,0.0025,
COL.AX,,UBS AG,32314,0.0024,
COL.AX,,Invesco Management SA,31407,0.0023,
COL.AX,,Janus Henderson Investors,31244,0.0023,
COL.AX,,Vertium Asset Management Pty. Ltd.,29538,0.0022,
COL.AX,,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,29505,0.0022,
COL.AX,,"Rock Creek Group, L.P.",28945,0.0022,
COL.AX,,Groupama Asset Management,28426,0.0021,
COL.AX,,Causeway Capital Management LLC,27987,0.0021,
COL.AX,,Satrix Managers (RF) (Pty) Ltd,27914,0.0021,
COL.AX,,State Street Europe Limited,27454,0.002,
COL.AX,,Freudenstein (Richard John),25000,0.0019,
COL.AX,,Penn (Andrew Richard),25000,0.0019,
COL.AX,,PGIM Investments LLC,23810,0.0018,
COL.AX,,"E Fund Management (HK) Co., Ltd.",23453,0.0017,
COL.AX,,TOBAM,22636,0.0017,
COL.AX,,Principal Global Investors (Hong Kong) Limited,22203,0.0017,
COL.AX,,Alquity Investment Management Ltd.,21947,0.0016,
COL.AX,,INVESCO Asset Management (Japan) Ltd.,21654,0.0016,
COL.AX,,Sygnia Asset Management,21608,0.0016,
COL.AX,,"Putnam Investment Management, L.L.C.",21432,0.0016,
